Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[25]     0.0    0.00    0.00     798         bool __gnu_cxx::operator==<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [25]
                0.00    0.00    1596/1772        __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [17]
-----------------------------------------------
                0.00    0.00     798/798         bool std::operator!=<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [27]
[26]     0.0    0.00    0.00     798         bool std::operator==<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [26]
                0.00    0.00    1596/1772        std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::base() const [18]
                0.00    0.00     798/798         bool __gnu_cxx::operator==<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [25]
-----------------------------------------------
                0.00    0.00     798/798         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars<std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(char*, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [121]
[27]     0.0    0.00    0.00     798         bool std::operator!=<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [27]
                0.00    0.00     798/798         bool std::operator==<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [26]
-----------------------------------------------
                0.00    0.00     731/731         bwfa_alignment(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int) [175]
[28]     0.0    0.00    0.00     731         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [28]
-----------------------------------------------
                0.00    0.00     710/710         std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator*() const [30]
[29]     0.0    0.00    0.00     710         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [29]
-----------------------------------------------
                0.00    0.00     710/710         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars<std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(char*, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [121]
[30]     0.0    0.00    0.00     710         std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator*() const [30]
                0.00    0.00     710/1420        __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator--() [19]
                0.00    0.00     710/710         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [29]
-----------------------------------------------
                0.00    0.00     710/710         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars<std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(char*, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [121]
[31]     0.0    0.00    0.00     710         std::char_traits<char>::assign(char&, char const&) [31]
-----------------------------------------------
                0.00    0.00     710/710         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars<std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(char*, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [121]
[32]     0.0    0.00    0.00     710         std::reverse_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator++() [32]
                0.00    0.00     710/1420        __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator--() [19]
-----------------------------------------------
                0.00    0.00     317/659         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [47]
                0.00    0.00     342/659         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [39]
[33]     0.0    0.00    0.00     659         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [33]
-----------------------------------------------
                0.00    0.00     634/634         std::allocator<int>::allocator(std::allocator<int> const&) [35]
[34]     0.0    0.00    0.00     634         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [34]
-----------------------------------------------
                0.00    0.00     100/634         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [100]
                0.00    0.00     217/634         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [70]
                0.00    0.00     317/634         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [47]
[35]     0.0    0.00    0.00     634         std::allocator<int>::allocator(std::allocator<int> const&) [35]
                0.00    0.00     634/634         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [34]
-----------------------------------------------
                0.00    0.00     217/534         __gnu_cxx::new_allocator<int>::max_size() const [65]
                0.00    0.00     317/534         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [44]
[36]     0.0    0.00    0.00     534         __gnu_cxx::new_allocator<int>::_M_max_size() const [36]
-----------------------------------------------
                0.00    0.00     164/456         bool __gnu_cxx::operator==<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [130]
                0.00    0.00     292/456         bool __gnu_cxx::operator< <char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [90]
[37]     0.0    0.00    0.00     456         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [37]
-----------------------------------------------
                0.00    0.00     342/342         std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [40]
[38]     0.0    0.00    0.00     342         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_on_swap(std::allocator<int>&, std::allocator<int>&) [38]
                0.00    0.00     342/342         void std::__alloc_on_swap<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [41]
-----------------------------------------------
                0.00    0.00     342/342         std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [40]
[39]     0.0    0.00    0.00     342         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [39]
                0.00    0.00    1026/1026        std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [22]
                0.00    0.00     342/659         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [33]
-----------------------------------------------
                0.00    0.00     342/342         void std::swap<int, std::allocator<int> >(std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&) [42]
[40]     0.0    0.00    0.00     342         std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [40]
                0.00    0.00     684/1318        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [20]
                0.00    0.00     342/342         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [39]
                0.00    0.00     342/342         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_on_swap(std::allocator<int>&, std::allocator<int>&) [38]
-----------------------------------------------
                0.00    0.00     342/342         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_on_swap(std::allocator<int>&, std::allocator<int>&) [38]
[41]     0.0    0.00    0.00     342         void std::__alloc_on_swap<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [41]
-----------------------------------------------
                0.00    0.00     342/342         needleman_wunsch_scoring(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int) [116]
[42]     0.0    0.00    0.00     342         void std::swap<int, std::allocator<int> >(std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&) [42]
                0.00    0.00     342/342         std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [40]
-----------------------------------------------
                0.00    0.00     317/317         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [53]
[43]     0.0    0.00    0.00     317         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [43]
-----------------------------------------------
                0.00    0.00     317/317         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [54]
[44]     0.0    0.00    0.00     317         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [44]
                0.00    0.00     317/534         __gnu_cxx::new_allocator<int>::_M_max_size() const [36]
-----------------------------------------------
                0.00    0.00     317/317         void std::_Destroy<int*>(int*, int*) [56]
[45]     0.0    0.00    0.00     317         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [45]
-----------------------------------------------
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [50]
[46]     0.0    0.00    0.00     317         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [46]
                0.00    0.00     317/317         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [54]
-----------------------------------------------
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [51]
[47]     0.0    0.00    0.00     317         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [47]
                0.00    0.00     317/659         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [33]
                0.00    0.00     317/634         std::allocator<int>::allocator(std::allocator<int> const&) [35]
-----------------------------------------------
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [52]
[48]     0.0    0.00    0.00     317         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [48]
                0.00    0.00     317/851         std::allocator<int>::~allocator() [24]
-----------------------------------------------
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [52]
[49]     0.0    0.00    0.00     317         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [49]
                0.00    0.00     317/317         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [53]
-----------------------------------------------
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [51]
[50]     0.0    0.00    0.00     317         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [50]
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [46]
-----------------------------------------------
                0.00    0.00     100/317         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [102]
                0.00    0.00     217/317         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [72]
[51]     0.0    0.00    0.00     317         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [51]
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [47]
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [50]
-----------------------------------------------
                0.00    0.00     317/317         std::vector<int, std::allocator<int> >::~vector() [55]
[52]     0.0    0.00    0.00     317         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [52]
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [49]
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [48]
-----------------------------------------------
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [49]
[53]     0.0    0.00    0.00     317         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [53]
                0.00    0.00     317/317         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [43]
-----------------------------------------------
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [46]
[54]     0.0    0.00    0.00     317         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [54]
                0.00    0.00     317/317         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [44]
-----------------------------------------------
                0.00    0.00      88/317         needleman_wunsch_scoring(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int) [116]
                0.00    0.00     100/317         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [113]
                0.00    0.00     129/317         bwfa_alignment(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int) [175]
[55]     0.0    0.00    0.00     317         std::vector<int, std::allocator<int> >::~vector() [55]
                0.00    0.00     317/1318        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [20]
                0.00    0.00     317/317         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [57]
                0.00    0.00     317/317         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [52]
-----------------------------------------------
                0.00    0.00     317/317         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [57]
[56]     0.0    0.00    0.00     317         void std::_Destroy<int*>(int*, int*) [56]
                0.00    0.00     317/317         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [45]
-----------------------------------------------
                0.00    0.00     317/317         std::vector<int, std::allocator<int> >::~vector() [55]
[57]     0.0    0.00    0.00     317         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [57]
                0.00    0.00     317/317         void std::_Destroy<int*>(int*, int*) [56]
-----------------------------------------------
                0.00    0.00     100/317         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [103]
                0.00    0.00     217/317         void std::_Construct<int>(int*) [73]
[58]     0.0    0.00    0.00     317         operator new(unsigned long, void*) [58]
-----------------------------------------------
                0.00    0.00     266/266         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [173]
[59]     0.0    0.00    0.00     266         bool __gnu_cxx::__is_null_pointer<char const>(char const*) [59]
-----------------------------------------------
                0.00    0.00     266/266         std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [62]
[60]     0.0    0.00    0.00     266         std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [60]
-----------------------------------------------
                0.00    0.00     266/266         std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [62]
[61]     0.0    0.00    0.00     266         std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [61]
-----------------------------------------------
                0.00    0.00     266/266         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [173]
[62]     0.0    0.00    0.00     266         std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [62]
                0.00    0.00     266/266         std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [61]
                0.00    0.00     266/266         std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [60]
-----------------------------------------------
                0.00    0.00      41/258         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [161]
                0.00    0.00     217/258         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [69]
[63]     0.0    0.00    0.00     258         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [63]
-----------------------------------------------
                0.00    0.00     217/217         std::allocator<int>::allocator() [66]
[64]     0.0    0.00    0.00     217         __gnu_cxx::new_allocator<int>::new_allocator() [64]
-----------------------------------------------
                0.00    0.00     217/217         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [67]
[65]     0.0    0.00    0.00     217         __gnu_cxx::new_allocator<int>::max_size() const [65]
                0.00    0.00     217/534         __gnu_cxx::new_allocator<int>::_M_max_size() const [36]
-----------------------------------------------
                0.00    0.00      41/217         bwfa_alignment(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int) [175]
                0.00    0.00     176/217         needleman_wunsch_scoring(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int) [116]
[66]     0.0    0.00    0.00     217         std::allocator<int>::allocator() [66]
                0.00    0.00     217/217         __gnu_cxx::new_allocator<int>::new_allocator() [64]
-----------------------------------------------
                0.00    0.00     217/217         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [69]
[67]     0.0    0.00    0.00     217         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [67]
                0.00    0.00     217/217         __gnu_cxx::new_allocator<int>::max_size() const [65]
-----------------------------------------------
                0.00    0.00     217/217         int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long) [78]
[68]     0.0    0.00    0.00     217         int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [68]
                0.00    0.00     217/217         int* std::__addressof<int>(int&) [75]
                0.00    0.00     217/217         void std::_Construct<int>(int*) [73]
                0.00    0.00     217/217         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [80]
-----------------------------------------------
                0.00    0.00     217/217         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [70]
[69]     0.0    0.00    0.00     217         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [69]
                0.00    0.00     217/217         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [67]
                0.00    0.00     217/258         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [63]
-----------------------------------------------
                0.00    0.00     217/217         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [72]
[70]     0.0    0.00    0.00     217         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [70]
                0.00    0.00     217/634         std::allocator<int>::allocator(std::allocator<int> const&) [35]
                0.00    0.00     217/217         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [69]
                0.00    0.00     217/851         std::allocator<int>::~allocator() [24]
-----------------------------------------------
                0.00    0.00     217/217         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [72]
[71]     0.0    0.00    0.00     217         std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [71]
                0.00    0.00     217/1318        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [20]
                0.00    0.00     217/217         int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [79]
-----------------------------------------------
                0.00    0.00      41/217         bwfa_alignment(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int) [175]
                0.00    0.00     176/217         needleman_wunsch_scoring(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, int) [116]
[72]     0.0    0.00    0.00     217         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [72]
                0.00    0.00     217/217         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [70]
                0.00    0.00     217/317         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [51]
                0.00    0.00     217/217         std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [71]
-----------------------------------------------
                0.00    0.00     217/217         int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [68]
[73]     0.0    0.00    0.00     217         void std::_Construct<int>(int*) [73]
                0.00    0.00     217/317         operator new(unsigned long, void*) [58]
-----------------------------------------------
                0.00    0.00     217/217         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [80]
[74]     0.0    0.00    0.00     217         int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [74]
                0.00    0.00     217/217         void std::__fill_a<int*, int>(int*, int*, int const&) [81]
-----------------------------------------------
                0.00    0.00     217/217         int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [68]
[75]     0.0    0.00    0.00     217         int* std::__addressof<int>(int&) [75]
-----------------------------------------------
                0.00    0.00     217/217         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [80]
[76]     0.0    0.00    0.00     217         std::__size_to_integer(unsigned long) [76]
-----------------------------------------------
                0.00    0.00     217/217         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [80]
[77]     0.0    0.00    0.00     217         std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [77]
-----------------------------------------------
                0.00    0.00     217/217         int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [79]
[78]     0.0    0.00    0.00     217         int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long) [78]
                0.00    0.00     217/217         int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00     217/217         std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [71]
[79]     0.0    0.00    0.00     217         int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [79]
                0.00    0.00     217/217         int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long) [78]
-----------------------------------------------
                0.00    0.00     217/217         int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [68]
[80]     0.0    0.00    0.00     217         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [80]
                0.00    0.00     217/217         std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [77]
                0.00    0.00     217/217         std::__size_to_integer(unsigned long) [76]
                0.00    0.00     217/217         int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [74]
-----------------------------------------------
                0.00    0.00     217/217         int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [74]
[81]     0.0    0.00    0.00     217         void std::__fill_a<int*, int>(int*, int*, int const&) [81]
                0.00    0.00     217/217         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [82]
-----------------------------------------------
                0.00    0.00     217/217         void std::__fill_a<int*, int>(int*, int*, int const&) [81]
[82]     0.0    0.00    0.00     217         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [82]
-----------------------------------------------
                0.00    0.00     100/200         std::vector<int, std::allocator<int> >::begin() const [98]
                0.00    0.00     100/200         std::vector<int, std::allocator<int> >::end() const [96]
[83]     0.0    0.00    0.00     200         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [83]
-----------------------------------------------
